6.499040e+002,9.024714e+001
6.503861e+002,9.011190e+001
6.508682e+002,8.997373e+001
6.513503e+002,8.983303e+001
6.518325e+002,8.968790e+001
6.523146e+002,8.953526e+001
6.527968e+002,8.937274e+001
6.532789e+002,8.920038e+001
6.537610e+002,8.902131e+001
6.542431e+002,8.884149e+001
6.547252e+002,8.866795e+001
6.552073e+002,8.850690e+001
6.556895e+002,8.836192e+001
6.561716e+002,8.823289e+001
6.566537e+002,8.811636e+001
6.571359e+002,8.800630e+001
6.576180e+002,8.789587e+001
6.581001e+002,8.777886e+001
6.585822e+002,8.765075e+001
6.590643e+002,8.750912e+001
6.595465e+002,8.735354e+001
6.600286e+002,8.718494e+001
6.605107e+002,8.700462e+001
6.609929e+002,8.681351e+001
6.614750e+002,8.661131e+001
6.619571e+002,8.639618e+001
6.624392e+002,8.616460e+001
6.629213e+002,8.591179e+001
6.634035e+002,8.563224e+001
6.638856e+002,8.532034e+001
6.643677e+002,8.497111e+001
6.648499e+002,8.458023e+001
6.653320e+002,8.414429e+001
6.658141e+002,8.366027e+001
6.662962e+002,8.312520e+001
6.667784e+002,8.253587e+001
6.672605e+002,8.188911e+001
6.677426e+002,8.118214e+001
6.682247e+002,8.041382e+001
6.687068e+002,7.958585e+001
6.691890e+002,7.870397e+001
6.696711e+002,7.777875e+001
6.701532e+002,7.682586e+001
6.706354e+002,7.586552e+001
6.711175e+002,7.492095e+001
6.715996e+002,7.401621e+001
6.720817e+002,7.317361e+001
6.725638e+002,7.241120e+001
6.730460e+002,7.174121e+001
6.735281e+002,7.116995e+001
6.740102e+002,7.069871e+001
6.744924e+002,7.032590e+001
6.749745e+002,7.004920e+001
6.754566e+002,6.986721e+001
6.759387e+002,6.977993e+001
6.764208e+002,6.978818e+001
6.769030e+002,6.989198e+001
6.773851e+002,7.008827e+001
6.778672e+002,7.036842e+001
6.783494e+002,7.071553e+001
6.788315e+002,7.110275e+001
6.793136e+002,7.149234e+001
6.797957e+002,7.183725e+001
6.802778e+002,7.208509e+001
6.807599e+002,7.218508e+001
6.812421e+002,7.209721e+001
6.817242e+002,7.180157e+001
6.822064e+002,7.130610e+001
6.826885e+002,7.065011e+001
6.831706e+002,6.990205e+001
6.836527e+002,6.915120e+001
6.841348e+002,6.849394e+001
6.846169e+002,6.801723e+001
6.850991e+002,6.778259e+001
6.855812e+002,6.781392e+001
6.860634e+002,6.809179e+001
6.865455e+002,6.855494e+001
6.870276e+002,6.910889e+001
6.875097e+002,6.964017e+001
6.879918e+002,7.003365e+001
6.884739e+002,7.019068e+001
6.889561e+002,7.004507e+001
6.894382e+002,6.957462e+001
6.899203e+002,6.880702e+001
6.904025e+002,6.781870e+001
6.908846e+002,6.672759e+001
6.913667e+002,6.567966e+001
6.918488e+002,6.483157e+001
6.923309e+002,6.433105e+001
6.928131e+002,6.429827e+001
6.932952e+002,6.481078e+001
6.937773e+002,6.589436e+001
6.942595e+002,6.752113e+001
6.947416e+002,6.961471e+001
6.952237e+002,7.206169e+001
6.957058e+002,7.472746e+001
6.961879e+002,7.747328e+001
6.966701e+002,8.017223e+001
6.971522e+002,8.272045e+001
6.976343e+002,8.504317e+001
6.981165e+002,8.709525e+001
6.985986e+002,8.885743e+001
6.990807e+002,9.033085e+001
6.995628e+002,9.153107e+001
7.000449e+002,9.248302e+001
7.005271e+002,9.321700e+001
7.010092e+002,9.376575e+001
7.014913e+002,9.416207e+001
7.019734e+002,9.443689e+001
7.024556e+002,9.461761e+001
7.029377e+002,9.472707e+001
7.034198e+002,9.478304e+001
7.039019e+002,9.479876e+001
7.043841e+002,9.478354e+001
7.048662e+002,9.474419e+001
7.053483e+002,9.468586e+001
7.058304e+002,9.461282e+001
7.063126e+002,9.452860e+001
7.067947e+002,9.443604e+001
7.072768e+002,9.433679e+001
7.077590e+002,9.423156e+001
7.082411e+002,9.411983e+001
7.087232e+002,9.400039e+001
7.092053e+002,9.387165e+001
7.096874e+002,9.373203e+001
7.101696e+002,9.358018e+001
7.106517e+002,9.341538e+001
7.111338e+002,9.323779e+001
7.116160e+002,9.304852e+001
7.120981e+002,9.284959e+001
7.125802e+002,9.264378e+001
7.130623e+002,9.243377e+001
7.135444e+002,9.222147e+001
7.140266e+002,9.200714e+001
7.145087e+002,9.178896e+001
7.149908e+002,9.156287e+001
7.154730e+002,9.132353e+001
7.159551e+002,9.106537e+001
7.164372e+002,9.078367e+001
7.169193e+002,9.047563e+001
7.174014e+002,9.014035e+001
7.178835e+002,8.977839e+001
7.183657e+002,8.939072e+001
7.188478e+002,8.897775e+001
7.193300e+002,8.853863e+001
7.198121e+002,8.807124e+001
7.202942e+002,8.757266e+001
7.207763e+002,8.704002e+001
7.212584e+002,8.647112e+001
7.217405e+002,8.586481e+001
7.222227e+002,8.522092e+001
7.227048e+002,8.453993e+001
7.231870e+002,8.382260e+001
7.236691e+002,8.306999e+001
7.241512e+002,8.228358e+001
7.246333e+002,8.146566e+001
7.251154e+002,8.061960e+001
7.255975e+002,7.974975e+001
7.260797e+002,7.886104e+001
7.265618e+002,7.795840e+001
7.270439e+002,7.704635e+001
7.275261e+002,7.612901e+001
7.280082e+002,7.521038e+001
7.284903e+002,7.429516e+001
7.289724e+002,7.338902e+001
7.294545e+002,7.249886e+001
7.299366e+002,7.163223e+001
7.304188e+002,7.079654e+001
7.309009e+002,6.999823e+001
7.313831e+002,6.924255e+001
7.318652e+002,6.853351e+001
7.323473e+002,6.787450e+001
7.328294e+002,6.726853e+001
7.333115e+002,6.671842e+001
7.337937e+002,6.622619e+001
7.342758e+002,6.579234e+001
7.347579e+002,6.541531e+001
7.352401e+002,6.509155e+001
7.357222e+002,6.481607e+001
7.362043e+002,6.458363e+001
7.366864e+002,6.438959e+001
7.371685e+002,6.423035e+001
7.376507e+002,6.410308e+001
7.381328e+002,6.400475e+001
7.386149e+002,6.393122e+001
7.390970e+002,6.387672e+001
7.395792e+002,6.383388e+001
7.400613e+002,6.379469e+001
7.405434e+002,6.375141e+001
7.410255e+002,6.369756e+001
7.415077e+002,6.362817e+001
7.419898e+002,6.353975e+001
7.424719e+002,6.342977e+001
